查驗登記證號,中文品名,英文品名,有效日期,發證日期,申請商名稱,申請商電話,申請商地址,成分
"1120603541","加倍康健維他命C錠","","1170505","1120505","立康生醫事業股份有限公司","06-2337068","台南市永康區王行里環工路29號","抗壞血酸(維生素C);;穀胱甘肽;;微結晶狀α-纖維素;;聚乙烯吡咯烷酮;;羥丙基甲基纖維素;;二氧化矽;;硬脂酸鎂;;二氧化鈦;;食用黃色四號鋁麗基"
"1120603943","麥哥升埕EX PLUS錠","","1170626","1120626","安裔生技實業社","02-24332200","台北市大安區羅斯福路3段297號5樓","鹽酸呋喃硫胺;;核黃素(維生素B2);;鹽酸吡哆辛(維生素B6);;氰鈷胺明(維生素B12);;乙酸dl-α-生育醇酯(維生素E);;乙酸dl-α-生育醇酯;;蔗糖;;辛烯基丁二酸鈉澱粉;;玉米澱粉;;矽鋁酸鈉;;水;;本多酸鈣;;肌醇;;牛磺酸;;γ-穀維素;;γ-穀維素;;米糠粉;;玉米澱粉;;微結晶狀α-纖維素;;硬脂酸鎂;;二氧化矽;;棕櫚蠟;;蔗糖;;磷酸氫鈣;;二氧化鈦;;滑石粉;;蟲膠;;明膠;;聚乙烯吡咯烷酮;;食用黃色四號;;食用黃色五號"
"1120604023","維立補 緩釋活妍維生素C","","1170814","1120814","富士博國際企業有限公司","07-9585085","高雄市彌陀區中正路自由巷29號1樓","抗壞血酸(維生素C);;聚乙烯吡咯烷酮;;複合甘氨酸亞鐵;;甘氨酸亞鐵;;檸檬酸;;麥芽糊精;;二氧化矽;;石榴萃取物;;石榴萃取物;;麥芽糊精;;柑橘濃縮粉末;;番茄;;維生素C;;抗壞血酸;;柑橘萃取物;;米糠粉;;柑橘生物類黃酮;;柑橘萃取物;;麥芽糊精;;微結晶狀α-纖維素;;二氧化矽;;硬脂酸鎂;;羥丙基甲基纖維素;;高防潮水性膜衣;;聚乙烯醇;;二氧化鈦;;滑石粉;;卵磷脂;;玉米糖膠;;聚乙二醇;;聚乙二醇;;二丁基羥基甲苯;;二氧化鈦"
"1120604104","嘉林維他命E膜衣錠","Vitamin E50","1170519","1120519","嘉林藥品有限公司","02-85110508","新北市三重區新北大道2段139巷29號1至4樓及31號1樓、2樓、4樓","維生素E(乙酸dl-α-生育醇酯);;乙酸dl-α-生育醇酯;;辛烯基丁二酸鈉澱粉;;二氧化矽;;碳酸鈣;;聚乙烯吡咯烷酮;;硬脂酸鎂;;羥丙基纖維素;;羥丙基甲基纖維素;;羥丙基甲基纖維素;;水;;氯化鈉;;聚乙二醇;;食用黃色五號;;二氧化鈦"
"1120604205","維他命C口含錠","","1170607","1120607","帝力股份有限公司","02-25458140","台北市中山區南京東路3段189號8樓","D-山梨醇;;L-抗壞血酸(維生素C);;異麥芽酮糖醇(巴糖醇);;七莓果萃取物;;麥芽糊精;;黑莓;;黑醋栗;;藍莓;;草莓;;覆盆莓;;蔓越莓;;巴西莓;;硬脂酸鎂;;蔗糖素"
"1120604739","必安捷B2維他命膜衣錠","B-Energetic B2 Vitamin Film Coated Tablet","1170620","1120620","衛肯生技製藥股份有限公司","03-4696792","桃園市平鎮區工業十路15號","乳糖;;微結晶狀α-纖維素;;核黃素(維生素B2);;膜衣成分;;羥丙基甲基纖維素;;聚乙二醇;;二氧化鈦;;食用黃色四號鋁麗基;;食用黃色五號鋁麗基;;硬脂酸鎂;;膜衣成分（珠光銀）;;聚乙烯醇;;滑石粉;;聚乙二醇;;矽酸鋁鉀珠光色素;;聚山梨醇酐脂肪酸酯八十"
"1120604740","必安捷B6維他命膜衣錠","B-Energetic B6 Vitamin Film Coated Tablet","1170620","1120620","衛肯生技製藥股份有限公司","03-4696792","桃園市平鎮區工業十路15號","乳糖;;微結晶狀α-纖維素;;鹽酸吡哆辛(維生素B6);;膜衣成分;;羥丙基甲基纖維素;;聚乙二醇;;二氧化鈦;;硬脂酸鎂;;膜衣成分（珠光銀）;;聚乙烯醇;;滑石粉;;聚乙二醇;;矽酸鋁鉀珠光色素;;聚山梨醇酐脂肪酸酯八十"
"1120604741","必安捷B12維他命膜衣錠","B-Energetic B12 Vitamin Film Coated Tablet","1170628","1120628","衛肯生技製藥股份有限公司","03-4696792","桃園市平鎮區工業十路15號","乳糖;;微結晶狀α-纖維素;;膜衣成分;;羥丙基甲基纖維素;;聚乙二醇;;二氧化鈦;;食用黃色四號鋁麗基;;食用紅色六號鋁麗基;;食用紅色七號鋁麗基;;食用藍色一號鋁麗基;;硬脂酸鎂;;膜衣成分（珠光銀）;;聚乙烯醇;;滑石粉;;聚乙二醇;;矽酸鋁鉀珠光色素;;聚山梨醇酐脂肪酸酯八十;;氰鈷胺明(維生素B12)"
"1120604742","必安捷B1維他命膜衣錠","B-Energetic B1 Vitamin Film Coated Tablet","1170620","1120620","衛肯生技製藥股份有限公司","03-4696792","桃園市平鎮區工業十路15號","乳糖;;微結晶狀α-纖維素;;鹽酸硫胺明（維生素Ｂ1);;膜衣成分;;羥丙基甲基纖維素;;聚乙二醇;;二氧化鈦;;食用紅色四十號鋁麗基;;硬脂酸鎂;;膜衣成分（珠光銀）;;聚乙烯醇;;滑石粉;;聚乙二醇;;矽酸鋁鉀珠光色素;;聚山梨醇酐脂肪酸酯八十"
"1120604921","麗清爽 膠囊","CleanCare Capsules","1170627","1120627","高暘生技有限公司","0928320225","高雄市楠梓區楠梓路94號","大豆南瓜籽複合萃取物;;大豆萃取物;;南瓜籽萃取物;;氰鈷胺明 (維生素B12);;蔓越莓萃取物(含原花青素);;乾燥型維生素D3;;維生素D3;;生育醇;;二氧化矽;;中鏈三酸甘油酯;;抗壞血酸鈉;;蔗糖;;辛烯基丁二酸鈉澱粉;;微結晶狀α-纖維素;;硬脂酸鎂;;膠囊;;明膠;;純水;;二氧化鈦;;硫酸月桂酯鈉;;食用黃色五號;;甘油;;食用紅色六號;;食用藍色一號"
"1120605119","AFC綜合B群糖衣錠","","1170616","1120616","永信藥品工業股份有限公司","0426875100","台中市大甲區中山路一段1191號","生物素;;鹽酸呋喃硫胺(維生素B1);;核黃素(維生素B2);;鹽酸吡哆辛(維生素B6);;氰鈷胺明(維生素B12);;菸鹼醯胺;;(6S)-5-甲基四氫葉酸葡萄糖胺鹽;;本多酸鈣(泛酸);;肌醇;;重酒石酸膽鹼+1%二氧化矽;;重酒石酸膽鹼;;二氧化矽;;維生素D3粉;;膽鈣化醇(維生素D3);;木薯澱粉;;阿拉伯膠;;中鏈三酸甘油酯;;磷酸鈣;;L-抗壞血酸(維生素C);;濃縮d-α生育醇;;羥丙基纖維素;;微結晶狀α-纖維素;;羧甲基澱粉鈉;;硬脂酸鎂;;二氧化矽;;羥丙基甲基纖維素;;阿拉伯膠;;明膠;;蔗糖;;食用黃色四號;;食用黃色五號;;磷酸氫鈣;;二氧化鈦;;滑石粉"
"1120605423","纖塑膠囊","","1170720","1120720","光采生醫股份有限公司","02-85211499","新北市板橋區館前東路13號5樓之6","L-肉酸粉;;L-肉酸;;氫化棕櫚油;;奧勒岡草萃取物;;綠色奇異果粉;;綠色奇異果粉;;微結晶狀α-纖維素;;二氧化矽;;核黃素(維生素B2);;鹽酸硫胺明（維生素Ｂ1);;鹽酸L-二胺基己酸;;二氧化矽;;微結晶狀α-纖維素;;磷酸氫鈣;;硬脂酸鎂;;空膠囊;;明膠;;硫酸月桂酯鈉;;二氧化鈦;;純水;;甘油;;食用黃色五號;;食用紅色六號;;食用藍色一號"
"1120605872","必安捷B群維他命膜衣錠","B-Energetic B Group Vitamin Film Coated Tablet","1170731","1120731","衛肯生技製藥股份有限公司","03-4696792","桃園市平鎮區工業十路15號","微結晶狀α-纖維素;;乳糖;;核黃素(維生素B2);;菸鹼酸;;鹽酸硫胺明（維生素Ｂ1);;鹽酸吡哆辛(維生素B6);;硬脂酸鎂;;甲鈷胺;;葉酸;;膜衣成分;;羥丙基甲基纖維素;;聚乙二醇;;二氧化鈦;;食用黃色五號鋁麗基;;膜衣成分（珠光銀）;;聚乙烯醇;;滑石粉;;聚乙二醇;;矽酸鋁鉀珠光色素;;聚山梨醇酐脂肪酸酯八十"
"1120606116","VE高鈣咀嚼錠","","1170905","1120905","鑫亮顏生技有限公司","04-23010860","台中市西區向上路一段79巷6號9樓","即溶百香果果汁粉;;砂糖;;麥芽糊精;;百香果汁;;檸檬酸;;檸檬酸鈉;;百香果香料;;丙二醇;;香料;;β-胡蘿蔔素;;β-胡蘿蔔素;;葵花籽油;;生育醇;;L-抗壞血酸棕櫚酸酯;;阿拉伯膠;;麥芽糊精;;水;;蔗糖;;維生素K1;;維生素K1;;蔗糖;;阿拉伯膠;;膽鈣化醇(維生素D3);;辛烯基丁二酸鈉澱粉;;蔗糖;;抗壞血酸鈉;;中鏈三酸甘油酯;;二氧化矽;;生育醇;;膽鈣化醇(維生素D3);;蔗糖素;;檸檬酸鈣;;微結晶狀α-纖維素;;硬脂酸鎂"
"1120606117","VE維生素B群膠囊","","1170821","1120821","鑫亮顏生技有限公司","04-23010860","台中市西區向上路一段79巷6號9樓","鹽酸硫胺明;;核黃素;;鹽酸吡哆辛;;氰鈷胺明;;生物素;;肌醇;;葉酸;;本多酸鈣;;葡萄糖酸亞鐵;;菸鹼醯胺;;玉米澱粉;;微結晶狀α-纖維素;;二氧化矽;;硬脂酸鎂;;檸檬酸鈣;;氧化鎂;;重酒石酸膽鹼;;硬空膠囊殼;;羥丙基甲基纖維素;;純水;;鹿角菜膠;;黃色氧化鐵;;氯化鉀;;二氧化鈦;;黑色氧化鐵"
"1120606118","VE維生素D錠","","1170901","1120901","鑫亮顏生技有限公司","04-23010860","台中市西區向上路一段79巷6號9樓","膽鈣化醇(維生素D3);;辛烯基丁二酸鈉澱粉;;蔗糖;;抗壞血酸鈉;;中鏈三酸甘油酯;;二氧化矽;;DL-α-生育醇;;膽鈣化醇(維生素D3);;聚乙烯吡咯烷酮;;磷酸氫鈣;;微結晶狀α-纖維素;;玉米澱粉;;硬脂酸鎂;;二氧化矽"
"1120607295","益元鋅 Lesaffre Zinc + B12酵母鋅膠囊","","1170913","1120913","富霖生技有限公司","04-23800216","台中市南屯區文心路一段218號5樓之2","鋅酵母;;硝酸硫胺明;;核黃素;;鹽酸吡哆辛;;葉酸;;氰鈷胺明;;本多酸鈣;;微結晶狀α-纖維素;;硬脂酸鎂;;膠囊成分;;明膠;;純水;;甘油;;硫酸月桂酯鈉;;二氧化鈦"
"1120607337","一家之主維生素B群","Blessed Family Vitamin B Complex","1170823","1120823","瑞凱生化科技有限公司","06-2685353","台南市東區富農街一段188巷110號1樓","硝酸硫胺明;;維生素B1;;核黃素;;鹽酸吡哆辛;;維生素B6;;菸鹼醯胺;;本多酸鈣;;微結晶狀α-纖維素;;聚乙烯吡咯烷酮;;肌醇;;牛磺酸;;生物素;;葉酸;;氰鈷胺明;;羥丙基甲基纖維素;;二氧化矽;;硬脂酸鎂;;高防潮水性膜衣;;聚乙烯醇;;二氧化鈦;;滑石粉;;卵磷脂;;玉米糖膠;;聚乙二醇;;聚乙二醇;;二丁基羥基甲苯;;二氧化鈦;;食用黃色四號;;食用黃色五號;;食用紅色六號"
"1120607704","哈克麗康-綜合B群+鐵錠","HAC B-Complex + Fe Tablets","1170829","1120829","永信藥品工業股份有限公司","0426875100","台中市大甲區中山路一段1191號","硝酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸吡哆辛(維生素B6);;氰鈷胺明(維生素B12);;葉酸;;菸鹼醯胺;;本多酸鈣;;生物素;;牛磺酸;;焦磷酸鐵;;羥丙基纖維素;;微結晶狀α-纖維素;;胡椒鹼;;羧甲基澱粉鈉;;硬脂酸鎂;;二氧化矽;;羥丙基甲基纖維素;;阿拉伯膠;;明膠;;蔗糖;;食用黃色四號;;食用紅色七號;;磷酸氫鈣;;二氧化鈦;;滑石粉"
"1120607760","哈克麗康-綜合B群+鋅錠","HAC B-Complex + Zn Tablets","1170913","1120913","永信藥品工業股份有限公司","0426875100","台中市大甲區中山路一段1191號","硝酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸吡哆辛(維生素B6);;氰鈷胺明(維生素B12);;葉酸;;菸鹼醯胺;;本多酸鈣;;生物素;;維生素C;;抗壞血酸;;玉米澱粉;;牛磺酸;;葡萄糖酸鋅;;羥丙基纖維素;;葡萄糖酸銅;;微結晶狀α-纖維素;;胡椒鹼;;羧甲基澱粉鈉;;硬脂酸鎂;;二氧化矽;;羥丙基甲基纖維素;;阿拉伯膠;;明膠;;蔗糖;;食用黃色四號;;磷酸氫鈣;;二氧化鈦;;滑石粉"
"1120607888","必安捷維他命C 500mg+E 膜衣錠","B-Energetic Vitamin C 500mg +E Film Coated Tablet","1170913","1120913","衛肯生技製藥股份有限公司","03-4696792","桃園市平鎮區工業十路15號","抗壞血酸;;抗壞血酸(維生素C);;羥丙基甲基纖維素;;乙酸dl-α-生育醇酯(維生素E)粉末;;乙酸dl-α-生育醇酯(維生素E);;辛烯基丁二酸鈉澱粉;;二氧化矽;;微結晶狀α-纖維素;;硬脂酸鎂;;膜衣成分;;羥丙基甲基纖維素;;聚乙二醇;;二氧化鈦;;食用黃色四號鋁麗基;;膜衣成分(珠光銀);;聚乙烯醇;;滑石粉;;聚乙二醇;;矽酸鋁鉀珠光色素;;聚山梨醇酐脂肪酸酯八十"
"1120607889","必安捷維他命C 500mg 膜衣錠","B-Energetic Vitamin C 500mg Film Coated Tablet","1170912","1120912","衛肯生技製藥股份有限公司","03-4696792","桃園市平鎮區工業十路15號","抗壞血酸;;抗壞血酸(維生素C);;羥丙基甲基纖維素;;微結晶狀α-纖維素;;二氧化矽;;硬脂酸鎂;;膜衣成分;;羥丙基甲基纖維素;;聚乙二醇;;二氧化鈦;;食用黃色四號鋁麗基;;食用黃色五號鋁麗基"
"1120607890","必安捷維他命C 200mg 膜衣錠","B-Energetic Vitamin C 200mg Film Coated Tablet","1170912","1120912","衛肯生技製藥股份有限公司","03-4696792","桃園市平鎮區工業十路15號","抗壞血酸;;抗壞血酸(維生素C);;羥丙基甲基纖維素;;微結晶狀α-纖維素;;硬脂酸鎂;;膜衣成分;;羥丙基甲基纖維素;;聚乙二醇;;二氧化鈦;;膜衣成分（珠光銀）;;聚乙烯醇;;滑石粉;;聚乙二醇;;矽酸鋁鉀珠光色素;;聚山梨醇酐脂肪酸酯八十"
"1120608068","必安捷菸鹼酸錠","B-Energetic Nicotinic Acid Tablet","1170815","1120815","衛肯生技製藥股份有限公司","03-4696792","桃園市平鎮區工業十路15號","微結晶狀α-纖維素;;菸鹼酸;;乳糖;;硬脂酸鎂;;滑石粉"
"1120608359","女性專用維他命軟膠囊","","1170928","1120928","元寧貿易有限公司","07-6106996","高雄巿左營大路632之1號1樓","小麥胚芽油;;大豆油;;碳酸鈣;;高山被孢黴發酵產物;;辛烯基丁二酸鈉澱粉;;高山被孢黴發酵產物;;乳糖;;乳清粉;;抗壞血酸鈉;;L-抗壞血酸棕櫚酸酯;;乙酸dl-α-生育醇酯;;卵磷脂;;檸檬酸;;藻粉;;乾燥葡萄糖漿;;DHA藻油;;辛烯基丁二酸鈉澱粉;;D-甘露醇;;葵花油;;抗壞血酸鈉;;脂肪酸甘油酯;;多磷酸鈉;;磷酸鈣;;香料;;混合濃縮生育醇;;卵磷脂;;L-抗壞血酸棕櫚酸酯;;磷脂醯絲胺酸;;磷脂醯絲胺酸;;二氧化矽;;L-抗壞血酸(維生素C);;氧化鎂;;葡萄糖酸亞鐵;;藍藻粉;;乙酸DL-α-生育醇酯(維生素E);;菸鹼醯胺;;本多酸鈣;;葡萄糖酸鋅;;鹽酸吡哆辛;;維生素B6;;核黃素(維生素B2);;硝酸硫胺明;;維生素B1;;乳鐵蛋白;;葡萄糖酸錳;;葡萄糖酸銅;;維生素A醋酸鹽;;明膠;;玉米澱粉;;維生素A醋酸鹽;;蔗糖;;二丁基羥基甲苯;;葉酸;;膽鈣化醇(維生素D3);;維生素D3;;抗壞血酸鈉;;生育醇;;中鏈三酸甘油酯;;蔗糖;;辛烯基丁二酸鈉澱粉;;二氧化矽;;β-胡蘿蔔素;;生育醇;;L-抗壞血酸棕櫚酸酯;;玉米油;;明膠;;玉米澱粉;;蔗糖;;β-胡蘿蔔素;;氰鈷胺明(維生素B12);;生物素;;鉻酵母;;鉻酵母;;三氯化鉻;;鉬酵母;;聚阿拉伯半乳糖;;卵磷脂;;蜂蠟;;明膠;;甘油;;純水;;二氧化鈦;;食用藍色一號;;食用紅色六號;;食用紅色七號;;食用黃色四號"
"1120608761","能思 NUSIN 膜衣錠","","1170927","1120927","衛肯生技製藥股份有限公司","03-4696792","桃園市平鎮區工業十路15號","乳糖;;DL-重酒石酸膽鹼+1%二氧化矽;;重酒石酸膽生鹼;;二氧化矽;;微結晶狀α-纖維素;;膜衣成分;;羥丙基甲基纖維素;;聚乙二醇;;二氧化鈦;;食用黃色四號鋁麗基;;食用藍色一號鋁麗基;;鹽酸吡哆辛(維生素B6);;鹽酸硫胺明（維生素B1);;肌醇;;硬脂酸鎂;;二氧化矽;;滑石粉;;核黃素(維生素B2);;薑黃;;牛磺酸;;膜衣成分(珠光銀);;聚乙烯醇;;滑石粉;;聚乙二醇;;矽酸鋁鉀珠光色素;;聚山梨醇酐脂肪酸酯八十;;菸鹼酸;;葉酸;;甲鈷胺(甲基鈷胺)"
"1120608762","益佳能ECHOLIN膜衣錠","","1170926","1120926","衛肯生技製藥股份有限公司","03-4696792","桃園市平鎮區工業十路15號","乳糖;;DL-重酒石酸膽鹼+1%二氧化矽;;重酒石酸膽生僉;;二氧化矽;;微結晶狀α-纖維素;;膜衣成分;;羥丙基甲基纖維素;;聚乙二醇;;二氧化鈦;;食用紅色六號鋁麗基;;食用紅色七號鋁麗基;;食用黃色四號鋁麗基;;食用藍色一號鋁麗基;;鹽酸吡哆辛(維生素B6);;鹽酸硫胺明（維生素B1);;肌醇;;硬脂酸鎂;;二氧化矽;;滑石粉;;核黃素(維生素B2);;薑黃;;牛磺酸;;膜衣成分(珠光銀);;聚乙烯醇;;滑石粉;;聚乙二醇;;矽酸鋁鉀珠光色素;;聚山梨醇酐脂肪酸酯八十;;菸鹼酸;;葉酸;;甲鈷胺"
"1120609700","單純的C膠囊","","1171212","1121212","鳴響食有限公司","07-3840005","高雄市鳳山區三成街88號1樓","複方維生素C;;L-抗壞血酸(維生素C);;柑橘萃取物;;米糠粉;;二氧化矽;;膠囊成分;;羥丙基甲基纖維素;;純水;;鹿角菜膠;;食用紅色六號;;二氧化鈦;;氯化鉀;;食用藍色一號"
"1120610711","維格金緩釋加強錠","","1171213","1121213","維格生技有限公司","02-29158555","新北市新店區寶橋路154巷1號2樓","鹽酸呋喃硫胺;;維生素B1;;鹽酸吡哆辛(維生素B6);;甲鈷胺(甲基鈷胺)(維生素B12);;葉酸;;檸檬酸鈣;;檸檬酸鈣;;硬脂酸鎂;;二氧化矽;;酸式丁二酸d-α-生育醇酯（維生素E）;;γ-穀維素;;磷脂醯絲胺酸;;磷脂醯絲胺酸;;二氧化矽;;湖水濃縮物;;羥丙基甲基纖維素;;膜衣;;羥丙基纖維素;;羥丙基甲基纖維素;;聚乙二醇;;食用黃色四號;;食用黃色五號;;二氧化鈦"
"1120610712","速倍B群","SUPER B Complex","1171206","1121206","維格生技有限公司","02-29158555","新北市新店區寶橋路154巷1號2樓","硝酸硫胺明;;維生素B1;;核黃素(維生素B2);;鹽酸吡哆辛;;維生素B6;;氰鈷胺明(維生素B12);;菸鹼醯胺;;葉酸;;本多酸鈣;;重酒石酸膽鹼+1%二氧化矽;;重酒石酸膽鹼;;二氧化矽;;生物素;;柑橘萃取物(含柑橘生物類黃酮);;柑橘萃取物(含柑橘生物類黃酮);;麥芽糊精;;碳酸鈣;;肌醇;;微結晶狀α-纖維素;;褐藻萃取物;;褐藻萃取物;;麥芽糊精;;葡萄籽萃取物;;葡萄籽萃取物;;麥芽糊精;;瓜拿納萃取物;;瓜拿納萃取物;;麥芽糊精;;綠茶萃取物;;綠茶萃取物;;麥芽糊精;;巴西蘑菇子實體萃取物;;巴西蘑菇子實體萃取物;;麥芽糊精;;羥丙基纖維素;;羥丙基甲基纖維素;;聚乙二醇;;食用紅色六號;;食用紅色七號;;食用黃色四號;;食用藍色一號;;二氧化鈦"
"1120611398","健力維他糖衣錠","Alivita","1171214","1121214","凱信藥品有限公司","03-5901152","新竹縣湖口鄉信勢村明德街216號","鹽酸呋喃硫胺;;核黃素(維生素B2);;鹽酸吡哆辛(維生素B6);;甲鈷胺;;乙酸dl-α-生育醇酯(維生素E);;乙酸dl-α-生育醇酯;;蔗糖;;辛烯基丁二酸鈉澱粉;;玉米澱粉;;矽鋁酸鈉;;水;;本多酸鈣;;葉酸;;菸鹼醯胺;;肌醇;;牛磺酸;;碳酸鈣;;γ-穀維素;;γ-穀維素;;米糠粉;;微結晶狀α-纖維素;;乳糖;;乳糖;;麥芽糊精;;硬脂酸鎂;;二氧化矽;;蟲膠;;滑石粉;;蔗糖;;明膠;;磷酸氫鈣;;聚乙烯吡咯烷酮;;二氧化鈦;;食用黃色四號;;食用黃色五號;;棕櫚蠟"
"1120611399","東海日康複方C青春膠囊","Tokai ZINC C-COMPLEX","1180202","1130202","常勝津企業有限公司","04-24377125","台中市北屯區東山路一段156之6號5樓之2","L-抗壞血酸(維生素C);;輔酵素Q10;;葡萄糖酸銅;;葡萄糖酸鋅;;硒酵母;;L-精胺酸;;羥丙基甲基纖維素;;純水;;鹿角菜膠;;二氧化鈦;;氯化鉀;;氧化鐵"
"1120611400","富益能®軟膠囊","","1180216","1130216","泰豐藥業股份有限公司","07-3488585","高雄市鼓山區美術東六街19號1樓","卵磷脂;;肌醇;;DL-蛋胺酸;;牛磺酸;;硝酸硫胺明(維生素B1);;核黃素(維生素B2);;鹽酸吡哆辛(維生素B6);;氰鈷胺明(維生素B12);;菸鹼醯胺;;葉酸;;薑黃萃取物;;胡椒鹼;;芝麻素;;濃縮d-α-生育醇(維生素E);;大豆油;;明膠;;甘油;;純水;;二氧化鈦;;食用紅色六號;;食用黃色四號;;食用藍色一號"
"1120612657","好葉 富精計畫膠囊","","1180425","1130425","安奕國際企業有限公司","03-2750160","桃園市中壢區環北路400號17樓之8","維生素E;;乙酸dl-α-生育醇酯;;乾燥葡萄糖漿;;辛烯基丁二酸鈉澱粉;;二氧化矽;;葉酸;;硫酸鋅;;硒酵母;;L-肉酸;;L-精胺酸;;輔酵素Q10;;穀胱甘肽"
"1120614094","渡邊鈣+D3咀嚼錠","Ca+D3 Chewable Tablets“Watanabe”","1180221","1130221","人生製藥股份有限公司","04-23592345","台中市西屯區協和里工業區五路3號","碳酸鈣;;維他命D3 0.25%;;維他命D3;;DL-α-生育醇;;二氧化矽;;中鏈三酸甘油酯;;抗壞血酸鈉;;蔗糖;;辛烯基丁二酸鈉澱粉;;蔗糖素;;D-甘露醇;;木糖醇;;橘子果汁粉;;橘子濃縮汁;;氧化澱粉;;麥芽糊精;;柳橙香料;;柳橙油;;檸檬酸;;β-胡蘿蔔素;;β-胡蘿蔔素;;葵花油;;DL-α-生育醇;;L-抗壞血酸棕櫚酸酯;;阿拉伯膠;;麥芽糊精;;水;;蔗糖;;橘子香料粉;;天然香料;;橘子油;;香茅油;;酯類;;三乙酸甘油酯;;醛類;;香莢蘭醛;;癸醛;;酮類;;麥芽醇;;醇類;;α-松油醇;;縮醛類;;苯甲醛丙二醇縮醛;;酸類;;丁酸;;酚類;;丁香醇;;內酯類;;γ-十一酸內酯;;乙醇;;丙二醇;;混合濃縮生育醇;;葡萄糖;;麥芽糊精;;阿拉伯膠;;硬脂酸鎂;;聚乙烯吡咯烷酮;;二氧化矽;;l-薄荷腦"
"1120614134","金盞花萃取物液態軟膠囊","","1180527","1130527","勝軒實業有限公司","06-2511666","台南市北區西門路四段480號3樓之1","金盞花萃取物(含酯化型葉黃素);;金盞花萃取物(含酯化型葉黃素);;中鏈三酸甘油酯;;生育醇;;維生素A棕櫚酸酯 1.0 MIO I.U./G;;維生素A棕櫚酸酯;;葵花籽油;;生育醇;;抗壞血酸;;維生素C;;乙酸DL-α-生育醇酯;;葡萄糖酸鋅;;硒酵母;;山桑子萃取物;;硝酸硫胺明（維生素B1）;;核黃素(維生素B2);;鹽酸吡哆辛(維生素B6);;氰鈷胺明(維生素B12);;亞麻仁油;;脂肪酸甘油酯;;蜂蠟;;小米草萃取物;;小米草萃取物;;麥芽糊精;;松樹皮萃取物;;大豆油;;明膠;;甘油;;純水;;二氧化鈦;;食用藍色一號;;食用紅色六號"
"1120614146","金盞花萃取物30軟膠囊","","1180527","1130527","勝軒實業有限公司","06-2511666","台南市北區西門路四段480號3樓之1","金盞花萃取物(含酯化型葉黃素);;金盞花萃取物(含酯化型葉黃素);;中鏈三酸甘油酯;;生育醇;;維生素A棕櫚酸酯;;維生素A棕櫚酸酯;;葵花籽油;;生育醇;;抗壞血酸;;維生素C;;乙酸DL-α-生育醇酯;;葡萄糖酸鋅;;硒酵母;;山桑子萃取物;;硝酸硫胺明(維生素B1);;核黃素(維生素B2);;鹽酸吡哆辛(維生素B6);;氰鈷胺明(維生素B12);;亞麻仁油;;脂肪酸甘油酯;;蜂蠟;;黑大豆皮萃取物;;紅藻萃取物;;DHA藻油;;中鏈三酸甘油酯;;明膠;;甘油;;純水;;二氧化鈦;;食用藍色一號;;食用紅色六號"
"1120614261","舒維能軟膠囊","","1180508","1130508","義品生物科技有限公司","04-24719171","台中市西區公德里精誠三十街28號1樓","大豆卵磷脂(含磷脂醯膽鹼);;鹽酸硫胺明;;維生素B1;;核黃素(維生素B2);;鹽酸吡哆辛;;維生素B6;;氰鈷胺明(維生素B12);;菸鹼醯胺;;乙酸dl-α-生育醇酯(維生素E);;葉酸;;大豆油;;複方脂肪酸甘油酯;;脂肪酸甘油酯;;檸檬酸;;蜂蠟;;明膠;;甘油;;D-山梨醇液70%;;聚乙二醇;;食用紅色六號;;食用紅色七號;;食用黃色四號;;食用藍色一號;;二氧化鈦;;純水"
"1120614399","大豆萃取物&維生素B群軟膠囊","","1180508","1130508","同源國際科化股份有限公司","02-29102658","新北市新店區寶橋路154巷5號5樓","大豆卵磷脂(含磷脂醯膽鹼);;鹽酸硫胺明;;維生素B1;;核黃素(維生素B2);;鹽酸吡哆辛;;維生素B6;;氰鈷胺明(維生素B12);;菸鹼醯胺;;葉酸;;肌醇;;本多酸鈣;;穀胱甘肽;;複方薑黃萃取物;;薑黃萃取物;;麥芽糊精;;生物素;;中鏈三酸甘油酯;;複方脂肪酸甘油酯;;脂肪酸甘油酯;;檸檬酸;;蜂蠟;;明膠;;甘油;;D-山梨醇液70%;;聚乙二醇;;食用紅色六號;;食用紅色七號;;食用黃色四號;;食用藍色一號;;二氧化鈦;;純水"
"1120700953","黑松黃金B群錠","Hey Song Gold Vitamin B-complex Tablet","1170313","1120313","黑松股份有限公司","02-27062191","台北市大安區信義路4段296號3樓","鹽酸呋喃硫胺;;核黃素(維生素B2);;鹽酸吡哆辛(維生素B6);;氰鈷胺明(維生素B12);;乙酸dl-α-生育醇酯(維生素E);;乙酸dl-α-生育醇酯;;乾燥葡萄糖漿;;辛烯基丁二酸鈉澱粉;;二氧化矽;;本多酸鈣;;麩胺酸發酵物粉;;氧化澱粉;;麩胺酸發酵物(含GABA);;黑芝麻萃取物（含芝麻素）;;馬鈴薯澱粉;;微結晶狀α-纖維素;;硬脂酸鎂;;二氧化矽;;膜衣液;;羥丙基甲基纖維素"
